REQUESTQty,SHIPDays,APROVEDQty,STOCKprice,AWARDprice,INVprice,BeginINV,ENDInv
3723,1,3723,3.888,2.1669,3.0382,8067.37,11311.22
10106,1,10106,3.888,2.3955,3.2668,24208.92,33014.28
9534,3,9534,3.888,2.0961,2.9674,19984.22,28291.19
4764,2,4764,3.888,2.1864,3.0577,10416.01,14566.88
9528,2,9528,3.888,2.0961,2.9674,19971.64,28273.39
9532,1,9532,3.888,2.0961,2.9674,19980.03,28285.26
3708,3,3708,3.888,2.0916,2.9629,7755.65,10986.43
3708,3,3708,3.888,2.3766,3.2479,8812.43,12043.21
3705,2,3705,3.888,2.0916,2.9629,7749.38,10977.54
3707,1,3707,3.888,2.0916,2.9629,7753.56,10983.47
3178,3,3178,3.888,2.1856,3.0569,6945.84,9714.83
14301,3,14301,3.888,2.0953,2.9666,29964.89,42425.35
9528,2,9528,3.888,2.0953,2.9666,19964.02,28265.76
4766,1,4766,3.888,2.1856,3.0569,10416.57,14569.19
9532,1,9532,3.888,2.0953,2.9666,19972.4,28277.63
3705,2,3705,3.888,2.1771,3.0484,8066.16,11294.32
3705,2,3705,3.888,2.1771,3.0484,8066.16,11294.32
7416,3,7416,3.888,2.1771,3.0484,16145.37,22606.93
7414,1,7414,3.888,2.1771,3.0484,16141.02,22600.84
3708,3,3708,3.888,2.108,2.9793,7816.46,11047.24
4764,2,4764,3.888,2.1116,2.9829,10059.66,14210.54
3705,2,3705,3.888,2.108,2.9793,7810.14,11038.31
3707,1,3707,3.888,2.108,2.9793,7814.36,11044.27
3708,3,3708,3.888,2.1068,2.9781,7812.01,11042.79
3705,2,3705,3.888,2.1068,2.9781,7805.69,11033.86
3707,1,3707,3.888,2.1068,2.9781,7809.91,11039.82
23344,3,23344,3.888,2.1374,3.0087,49895.47,70235.09
32882,2,32882,3.888,2.1374,3.0087,70281.99,98932.07
28108,1,28108,3.888,2.1374,3.0087,60078.04,84568.54
5380,3,5380,4.07,2.2112,2.9357,11896.26,15794.07
5383,2,5383,4.07,2.2112,2.9357,11902.89,15802.87
5383,1,5383,4.07,2.2112,2.9357,11902.89,15802.87
5858,3,5858,4.07,2.1852,2.9097,12800.9,17045.02
3730,1,3730,4.07,2.1852,2.9097,8150.8,10853.18
3714,3,3714,4.07,2.3763,3.1008,8825.58,11516.37
3714,2,3714,4.07,2.38,3.1045,8839.32,11530.11
9551,3,9551,4.07,2.1954,2.9199,20968.27,27887.96
9545,1,9545,4.07,2.1954,2.9199,20955.09,27870.45
531,3,531,4.07,2.3727,3.0972,1259.9,1644.61
1061,1,1061,4.07,2.3727,3.0972,2517.43,3286.13
3184,2,3184,4.07,2.3656,3.0901,7532.07,9838.88
5306,3,5306,4.07,2.31,3.0345,12256.86,16101.06
3714,3,3714,4.07,2.31,3.0345,8579.34,11270.13
4242,1,4242,4.07,2.31,3.0345,9799.02,12872.35
3712,1,3712,4.07,2.41,3.1345,8945.92,11635.26
21396,0,21396,3.888,2.8089,3.6802,60099.22,78741.56
4755,0,4755,3.888,2.8089,3.6802,13356.32,17499.35
3698,0,3698,4.07,2.6441,3.7432,9777.88,13842.35
4755,0,4755,3.86,2.4191,3.5182,11502.82,16729.04
4755,0,4755,3.86,2.4191,3.5182,11502.82,16729.04
9510,0,9510,3.86,2.4191,3.5182,23005.64,33458.08
4755,0,4755,3.86,2.4191,3.5182,11502.82,16729.04
2113,0,2113,3.888,2.8089,3.6802,5935.21,7776.26
5389,1,5389,4.07,2.2112,2.9357,11916.16,15820.49
6392,1,6392,4.07,2.1954,2.9199,14033,18664
4261,1,4261,4.07,2.31,3.0345,9842.91,12930
3729,1,3729,4.07,2.41,3.1345,8986.89,11688.55
9566,1,9566,3.88,2.2955,3.1668,21958.75,30293.61
9542,1,9542,3.888,2.0961,2.9674,20000.99,28314.93
3711,1,3711,3.888,2.0916,2.9629,7761.93,10995.32
19086,1,19086,3.888,2.0953,2.9666,39990.9,56620.53
11133,1,11133,3.888,2.1771,3.0484,24237.65,33937.84
7422,1,7422,3.888,2.108,2.9793,15645.58,22112.36
3711,1,3711,3.888,2.1068,2.9781,7818.33,11051.73
42516,1,42516,3.888,2.1374,3.0087,90873.7,127917.89
